股票代码,公司简称,新闻当天日总市值,新闻当天日流通市值,新闻发布时间,新闻实际来源,原文长度,情感分数,真实性（虚假1真实0）,年报资产报酬率（%）,年报资产报酬率TTM（%）,年报营业利润率（%）,流动比率（%）,速动比率（%）,净资产负债率（%）,年报总资产周转率（次）,年报总资产周转率TTM（次）,资产负债率（%）,年报非流动资产/总资产（%）,情感分数2,标题中性分数 (t-4)_x,标题积极分数 (t-4)_x,标题消极分数 (t-4)_x,评论中性分数 (t-4)_x,评论积极分数 (t-4)_x,评论消极分数 (t-4)_x,标题中性分数 (t-3)_x,标题积极分数 (t-3)_x,标题消极分数 (t-3)_x,评论中性分数 (t-3)_x,评论积极分数 (t-3)_x,评论消极分数 (t-3)_x,标题中性分数 (t-2)_x,标题积极分数 (t-2)_x,标题消极分数 (t-2)_x,评论中性分数 (t-2)_x,评论积极分数 (t-2)_x,评论消极分数 (t-2)_x,标题中性分数 (t-1)_x,标题积极分数 (t-1)_x,标题消极分数 (t-1)_x,评论中性分数 (t-1)_x,评论积极分数 (t-1)_x,评论消极分数 (t-1)_x,标题中性分数 (t+0)_x,标题积极分数 (t+0)_x,标题消极分数 (t+0)_x,评论中性分数 (t+0)_x,评论积极分数 (t+0)_x,评论消极分数 (t+0)_x,标题中性分数 (t+1)_x,标题积极分数 (t+1)_x,标题消极分数 (t+1)_x,评论中性分数 (t+1)_x,评论积极分数 (t+1)_x,评论消极分数 (t+1)_x,标题中性分数 (t+2)_x,标题积极分数 (t+2)_x,标题消极分数 (t+2)_x,评论中性分数 (t+2)_x,评论积极分数 (t+2)_x,评论消极分数 (t+2)_x,标题中性分数 (t+3)_x,标题积极分数 (t+3)_x,标题消极分数 (t+3)_x,评论中性分数 (t+3)_x,评论积极分数 (t+3)_x,评论消极分数 (t+3)_x,标题中性分数 (t-4)_y,标题积极分数 (t-4)_y,标题消极分数 (t-4)_y,评论中性分数 (t-4)_y,评论积极分数 (t-4)_y,评论消极分数 (t-4)_y,标题中性分数 (t-3)_y,标题积极分数 (t-3)_y,标题消极分数 (t-3)_y,评论中性分数 (t-3)_y,评论积极分数 (t-3)_y,评论消极分数 (t-3)_y,标题中性分数 (t-2)_y,标题积极分数 (t-2)_y,标题消极分数 (t-2)_y,评论中性分数 (t-2)_y,评论积极分数 (t-2)_y,评论消极分数 (t-2)_y,标题中性分数 (t-1)_y,标题积极分数 (t-1)_y,标题消极分数 (t-1)_y,评论中性分数 (t-1)_y,评论积极分数 (t-1)_y,评论消极分数 (t-1)_y,标题中性分数 (t+0)_y,标题积极分数 (t+0)_y,标题消极分数 (t+0)_y,评论中性分数 (t+0)_y,评论积极分数 (t+0)_y,评论消极分数 (t+0)_y,标题中性分数 (t+1)_y,标题积极分数 (t+1)_y,标题消极分数 (t+1)_y,评论中性分数 (t+1)_y,评论积极分数 (t+1)_y,评论消极分数 (t+1)_y,标题中性分数 (t+2)_y,标题积极分数 (t+2)_y,标题消极分数 (t+2)_y,评论中性分数 (t+2)_y,评论积极分数 (t+2)_y,评论消极分数 (t+2)_y,标题中性分数 (t+3)_y,标题积极分数 (t+3)_y,标题消极分数 (t+3)_y,评论中性分数 (t+3)_y,评论积极分数 (t+3)_y,评论消极分数 (t+3)_y
600061,国投资本,,,2020/6/23,其他,2597,-22.8,1,3.2655,2.9622,637.4971,,,,0.0712,0.0712,,17.8049,-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688169,石头科技,,,2020/7/1,北京商报,513,2,0,30.66,30.66,34.36,,,,0.92,0.92,,23.08,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998767375946045,0,0,0.9998767375946045,0,0,0.9999136924743652,0,0,0.9999105930328369,0,0,0.9980283379554749,0,0,0.9980283379554749,0,0,0,0.9997734427452087,0,0,0.9997734427452087,0,0.9999053478240967,0,0,0.9999053478240967,0,0,0.738488653431768,0.15493630067161893,0.08691178456596706,0.7822903627934663,0.15493630067161893,0.043459884498430336,0.8332588275273641,0.1666292448838552,0,0.8332594633102417,0.16145682334899902,0
002261,拓维信息,,,2020/7/1,蓝鲸财经,2877,-12.84,1,1.5675,1.4909,3.5522,,,,0.4622,0.4622,,52.4613,-16,,,,,,,,,,,,,0.6665819883346558,0.33321015040079754,0,0.9998307029406229,0,0,0.4984435588121414,0.2499384731054306,0.17246834933757782,0.49843622744083405,0.2499384731054306,0.17246834933757782,0.766256279324832,0.09463607775021905,0.13671461605045893,0.7662197596406284,0.0808772714170691,0.14332329492046408,0.8240926183760167,0.10276056677103043,0.06013566926121712,0.8206027664244175,0.0902658648788929,0.07089695781469345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300118,东方日升,,,2020/7/8,其他,692,7.08,1,2.2105,2.0838,2.5955,,,,0.5891,0.5891,,50.1587,6,,,,,,,,,,,,,0.9999116659164429,0,0,0.9999116659164429,0,0,0.9942203760147095,0,0,0.4999547004699707,0.49988386034965515,0,0.6354221140637117,0.2940110248677871,0.05867826588013593,0.67963847693275,0.23403489239075603,0.05867826588013593,0.7386038617955314,0.11094520434185311,0.1272073487440745,0.6968747129042944,0.11788393833019116,0.1639706619359829,0.7066491097211838,0.11586991945902507,0.16659952948490778,0.7044544890522957,0.08331309258937836,0.20673939337333044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002547,春兴精工,9125982489,9125982489,2020/7/9,每日经济新闻,1613,25.2999999999999,0,-13.8184,-16.0179,-17.6851,,,,0.7277,0.7277,,45.0208,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999086856842041,0,0,0.9999099969863892,0,0,0,0,0.9980564117431641,0.7655372023582458,0,0,0.9998970031738281,0,0,0.9985498785972595,0,0,0.7942210903534522,0.10386446897800151,0.0850112273142888,0.7954892424436716,0.08848419189453124,0.10038977494606605,0.8484888763988719,0.07820371669881485,0.058672017910901236,0.8207997315070208,0.08561566507115084,0.07042337165159337,,,,,,,,,,,,
603866,桃李面包,,,2020/7/16,证券市场周刊,3276,0.949999999999998,1,21.2997,20.3648,18.895,,,,1.097,1.097,,57.4463,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603555,*ST贵人,1106339772,1106339772,2020/7/17,其他,1030,-11.6,0,-4.4493,-4.6231,-30.7885,,,,0.32,0.32,,53.6232,-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999122619628906,0,0,0.9999122619628906,0,0,0,0,0.9992818236351013,0,0,0.9393442273139954,0,0,0.999589741230011,0,0,0.999589741230011,0,0,0.9995633959770203,0,0,0.9995633959770203,0.9998893875342149,0,0,0.9998045930495629,0,0,0.7495391070842743,0.12490614503622055,0.12494451552629471,0.7064791321754456,0,0.24863813817501068,0.9925240576267242,0,0,0.4962984323501587,0.47450244426727295,0,0.7204967645498422,0.22889114343203032,0,0.8170797687310439,0.15372417523310736,0
603396,金辰股份,2755551651,1151327734,2020/7/28,每日经济新闻,223,-2,0,6.4947,5.8666,11.8945,,,,0.5442,0.5442,,12.4944,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998326500256857,0,0,0.9998326500256857,0,0,0.49995213747024536,0.49971944093704224,0,0.49994781613349915,0.49971944093704224,0,0,0,0.7657573223114014,0,0,0.7657573223114014,0.966351717710495,0,0,0.966351717710495,0,0,0.49993710964918137,0.10574102401733398,0.3743501231074333,0.4999367371201515,0.10574102401733398,0.336961954832077,0.7056635688332951,0.22615331761977253,0.05879737699733061,0.7646096559131846,0.16734359194250667,0.05879737699733061,0.9163089444239935,0,0.0831484744946162,0.9164053002993265,0,0.08329060673713684,0.887596070766449,0.09997699856758117,0,0.887610524892807,0.09930024743080139,0
603345,安井食品,,,2020/7/28,证券市场周刊,7478,19.502,1,12.6648,11.0551,11.1238,,,,1.1244,1.1244,,41.3945,22,,,,,,,0.9998922348022461,0,0,0.9999139308929443,0,0,0.9987316727638245,0,0,0.9991660118103027,0,0,0.9998996257781982,0,0,0.9998996257781982,0,0,0.5998966574668885,0.1279502272605896,0.26634533802668253,0.6354102293650309,0.06664943297704061,0.26634533802668253,0.7320107777913412,0.17601176500320434,0.06055897871653239,0.7320219953854878,0.19513054688771567,0.06055897871653239,0.8259531337281932,0.13040060323217642,0.03491833935613218,0.8259529419567274,0.08693325001260509,0.06313484907150269,0.833238090078036,0,0.16638360420862833,0.8332397292057673,0,0.16638360420862833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002335,科华恒盛,6584123078,6584123078,2020/7/30,证券时报,126,5,0,6.4969,6.3029,10.8111,,,,0.5158,0.5158,,59.1333,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998608430226644,0,0,0.9998745918273926,0,0,0.9990545560916265,0,0,0.915738562742869,0.08318118254343669,0,0.5385229488213857,0.20789272586504617,0.24937444428602853,0.6592649693290392,0.1665414348244667,0.1665760651230812,0.9995506803194681,0,0,0.999472995599111,0,0,0,0,0.999607503414154,0,0,0.999607503414154
603317,天味食品,,,2020/7/30,新浪财经,2858,17.165,1,12.8335,9.6211,17.2087,,,,0.7352,0.7352,,14.2566,17,,,,,,,,,,,,,0.9999134540557861,0,0,0.9999113082885742,0,0,0.9999083280563354,0,0,0.9999004602432251,0,0,0.9999028273991176,0,0,0.9998986210141864,0,0,0.5453755422071977,0.27247475494037976,0.18169413913380017,0.6362765702334318,0.18176635828885165,0.18174414743076672,0.6558194359143575,0.33325554927190143,0,0.6665873924891154,0.33325554927190143,0,0.9219157099723816,0,0,0.9874237775802612,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603600,永艺股份,5715048604,5701178055,2020/8/10,中国证券报,100,0,0,10.5795,8.4465,7.5221,,,,1.3466,1.3466,,32.4731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688567,孚能科技,,,2020/8/10,自媒体,1293,1.4,1,-3.41,-3.41,-36.87,,,,0.08,0.08,,41.88,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002665,首航高科,7057643649,6968979024,2020/8/24,每日经济新闻,354,-1,0,-10.0709,-10.5477,-210.5995,,,,0.0523,0.0523,,71.55,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4999356269836426,0,0.499296635389328,0.49978867173194885,0,0.499296635389328,0.9999111890792847,0,0,0.9996694326400757,0,0,0.9999128580093384,0,0,0.999913215637207,0,0,0.999903678894043,0,0,0.9998973608016968,0,0,0.6602572202682495,0,0.3048046628634135,0.8917044202486674,0,0,0.6665613452593485,0.3332359194755554,0,0.6665613452593485,0.31276283661524457,0,0.999890923500061,0,0,0.999890923500061,0,0,0.7026898860931396,0,0.2766710604940142,0.7026903799601963,0,0.28489228657313753
300803,指南针,,,2020/8/24,其他,623,10.9,1,3.9596,3.8018,13.3672,,,,0.4398,0.4398,,21.6457,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600579,克劳斯,4522906037,2522653204,2020/8/26,中国证券报,21,0,0,-0.9113,-0.916,-3.3897,,,,0.6101,0.6101,,58.7452,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999129772186279,0,0,0.9999129772186279,0,0,0.9999104738235474,0,0,0.9999104738235474,0,0,0,0,0.9075703024864197,0,0,0.9075703024864197,0.7231201065911187,0.09357787503136529,0.11104907592137654,0.6631037460433112,0.09357787503136529,0.22064577870898777,0.7898480519652367,0.1248599961400032,0.06247127801179886,0.7443690299987793,0.12484313175082207,0.12494579330086708,0.8081146505745974,0.0380373935807835,0.11616902188821272,0.7894261953505602,0.060738705775954506,0.11616902188821272,0,0.9997374415397644,0,0,0.9997374415397644,0
688116,天奈科技,,,2020/8/26,中国网财经,1401,-5.6,1,6.88,6.88,26.27,,,,0.26,0.26,,30.29,-5,0.7499022632837296,0,0.2499019056558609,0.7499022632837296,0,0.2499019056558609,0,0,0.9984128475189209,0,0,0.995429515838623,0.6665840248266856,0.32852593064308167,0,0.8332362870375315,0.16190220912297568,0,0.7141978825841632,0.14280380521501815,0.0946739912033081,0.714199926171984,0.14280380521501815,0.0946739912033081,0.33330365022023517,0,0.6663956443468729,0.33330365022023517,0,0.6663020849227905,0.7499316930770874,0,0.24989940226078033,0.74993497133255,0,0.24989844858646393,0.7497356534004211,0,0.24608296155929565,0.9997135698795319,0,0,0.9999001920223236,0,0,0.9999001920223236,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603611,诺力股份,6562654499,6554041525,2020/8/27,每日经济新闻,162,0,0,5.626,5.4032,6.9398,,,,0.7503,0.7503,,29.0861,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9844066277146339,0,0,0.9844088926911354,0,0,0.9508931381361825,0,0,0.9534136142049517,0,0,0.874913677573204,0,0.12492676079273224,0.874916210770607,0,0.12492676079273224,0.6665081282456716,0.16646931568781534,0.16659727692604065,0.6665081282456716,0.16646931568781534,0.16659727692604065,0.5554956065283881,0.44379570749070907,0,0.5554946263631185,0.4433900581465827,0,0.8124514912304125,0.025905789513336986,0.15728079017839933,0.8156382472891557,0.05218148231506348,0.1196889296958321,0.9999017715454102,0,0,0.9999017715454102,0,0,0.9267029911279678,0,0,0.6766990721225739,0,0.2469833940267563
600238,ST椰岛,,,2020/8/27,财联社,1688,-23.79,1,3.0643,3.0669,2.6474,,,,0.6843,0.6843,,44.9179,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600332,白云山,45944516213,45944516213,2020/8/28,每日经济新闻,265,5,0,6.3925,6.2392,5.9546,,,,1.0574,1.0574,,20.6885,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999104738235474,0,0,0.9999104738235474,0,0,0.5256597995758057,0,0,0.5256597995758057,0,0,0.4973297566175461,0,0.47832950949668884,0.49734334647655487,0.24808728694915771,0.24736712872982025,0.4997623562812805,0,0.4997313320636749,0.4997623562812805,0,0.470421701669693,0.7139769849323091,0.1725020692462013,0.09518033549899146,0.76118913150969,0.14275591714041574,0.09518004315240043,0.7993939995765686,0.199952232837677,0,0.5999427318572998,0.3997436881065369,0,0.7142101952007839,0.0714123887675149,0.21412484986441477,0.7855768714632306,0.07017412781715393,0.14276111125946045,0.8241467059783216,0.016244911922598786,0.14974402256731717,0.7961751689326089,0,0.18741515784893395
300803,指南针,,,2020/8/28,自媒体,631,25,1,3.9596,3.8018,13.3672,,,,0.4398,0.4398,,21.6457,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300720,海川智能,1968840000,762137964,2020/9/1,格隆汇,159,7.8,0,14.4977,13.6483,38.154,,,,0.3955,0.3955,,21.2147,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9998810291290283,0,0,0.9998810291290283,0,0,0.9999105930328369,0,0,0,0.9991432428359985,0,0.9997952183087667,0,0,0.9997952183087667,0,0,0.8998616874217987,0.09997677206993102,0,0.9998565435409545,0,0
002456,欧菲光,,,2020/9/1,网易财经,807,-3.3,1,-2.9359,-3.2074,-3.5809,,,,1.293,1.293,,39.1275,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600822,上海物贸,,,2020/9/7,金融界,129,2,1,7.3637,6.3699,1.7085,,,,4.1426,4.1426,,28.433,2,,,,,,,,,,,,,0.9998840093612671,0,0,0.9998840093612671,0,0,0.9999064207077026,0,0,0.9999064207077026,0,0,0.8643726432645643,0.1077185869216919,0.027014753303012333,0.83745946916374,0.10682887966568405,0.05402767980420912,0.8438236821781505,0.015142290881185821,0.12773999933040503,0.8058645752343264,0.0302903029051694,0.13633045283230869,0.8834105511100925,0.03839803471857188,0.05992043504909593,0.8424385044039512,0.05879783265444697,0.0803361437758621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300601,康泰生物,130584814432.66,124448380792.26,2020/9/8,界面新闻,112,4,0,11.0909,7.8323,34.2906,,,,0.3341,0.3341,,44.2374,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999041557312012,0,0,0,0.9995864033699036,0,0,0.9997629523277283,0,0,0.9997629523277283,0,0,0.6660362680753072,0.3332053025563558,0,0.6660362680753072,0.17165493965148926,0.6283749133348465,0.09990264177322387,0.24642534852027892,0.5964391529560089,0.09990264177322387,0.2878407031297684,0.8998644441366196,0.0999770700931549,0,0.8492651343345642,0.09997684955596924,0.049950575828552245,0.6869410816754136,0.07361167836412091,0.23194768551354097,0.721329475117621,0.06535282703203575,0.2036794730436022,,,,,,,,,,,,
600530,*ST交昂,2262000000,2262000000,2020/9/9,新京报,833,11,0,8.8707,9.2883,29.661,,,,0.2456,0.2456,,78.9975,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999057054519653,0,0,0.9999074935913086,0,0,0.999900221824646,0,0,0.999900221824646,0,0,0.9998501688241959,0,0,0.999766618013382,0,0,0.7964897950490316,0.08331231772899628,0.062238603830337524,0.7495976487795512,0.06402975817521413,0.16644943753878275,0.5697035619190761,0,0.4283524751663208,0.7095720086778913,0,0.26938970599855694,0.7498950809240341,0.24974830448627472,0,0.7498950809240341,0,0.2489825040102005
300630,普利制药,,,2020/9/10,和讯网,1719,-8.3,1,19.281,15.0674,38.5163,,,,0.4977,0.4977,,59.6602,-8,,,,,,,,,,,,,,,,,,,,,,,,,0.6664074659347534,0.3309046228726705,0,0.6546684702237447,0.3309046228726705,0,0.8887828720940484,0,0.11104559898376465,0.888736711608039,0,0.11104559898376465,0.9999035120010376,0,0,0.9999082565307618,0,0,0.832273006439209,0,0.16659823060035706,0.665619432926178,0,0.32504480083783466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603025,大豪科技,,,2020/9/14,凤凰网财经,1434,20.74,1,11.7989,11.8715,28.3189,,,,0.3993,0.3993,,29.2704,20,0,0.9997380375862122,0,0,0.9997276663780212,0,0.9998188614845276,0,0,0.9998188614845276,0,0,0.9999090433120728,0,0,0.9999090433120728,0,0,0,0,0.981397271156311,0,0,0.981397271156311,0.8816682646671931,0.04315128525098165,0.049118412534395854,0.8723403523365657,0.02648834486802419,0.06184214154879252,0.8376901731258486,0.024374867357858796,0.13295801311004452,0.8378309949142176,0.024374867357858796,0.13327873407340632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300756,中山金马,3447477222,1116128890,2020/9/15,格隆汇,469,19.1,0,-2.4677,-2.3943,-6.5676,,,,0.2181,0.2181,,18.581,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999123811721802,0,0,0.9999139308929443,0,0,0.874464362859726,0.1236438900232315,0,0.999446377158165,0,0,0.4999302625656128,0,0.49979767203330994,0.9993310570716858,0,0,0.9205839335918427,0,0,0.9834755659103394,0,0,0.8181031508879228,0,0.18174259771000256,0.8181006149812178,0.09086430072784424,0.09087414091283624,0.8061867606255316,0.128962226452366,0.06443932748609973,0.9351170620610637,0.03225066777198545,0.03223483216377997,0.9998718649148941,0,0,0.9998925030231476,0,0,0.9998906850814819,0,0,0.999897301197052,0,0
000630,铜陵有色,24737353274,24737353274,2020/9/18,其他,342,16,0,4.0757,3.9089,1.4244,,,,1.9869,1.9869,,46.7258,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9996969699859619,0,0,0.9998144507408142,0,0,0.9999097585678101,0,0,0.9999092022577921,0,0,0,0.49987098574638367,0.4912530779838562,0,0.49987098574638367,0.4912530779838562,0.88929119599717,0.0519913232752255,0.05280154198408127,0.9225758048040527,0.035365015268325806,0.035330504179000854,0.8123399950563908,0.1835346519947052,0,0.8123387359082699,0.1834479756653309,0,0.7125305652618408,0.19871760606765748,0.06605050166447958,0.7332443396250407,0.19871760606765748,0.06605050166447958,0.7942245602607727,0.13716954551637173,0.06246364954859018,0.794051431119442,0.1392475524917245,0.062463744543492794
600671,*ST目药,,,2020/9/18,华夏时报,1736,6,1,-9.0192,-9.8795,-27.4437,,,,0.4263,0.4263,,49.6227,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600251,冠农股份,6412159205,6362975805,2020/9/21,格隆汇,329,13,0,7.6988,6.8518,14.6241,,,,0.4853,0.4853,,30.9469,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.8702656626701355,0,0,0.9995772242546082,0.9999105930328369,0,0,0.9934878349304199,0,0,0,0,0.9994547963142395,0,0,0.9994547963142395,0.9998904466629028,0,0,0.9998904466629028,0,0,0.42522420627730234,0.42693071705954416,0.1427176765033177,0.4252390818936484,0.42238194601876394,0.1427176765033177,0.7776036163171133,0.16603350639343262,0.055495659510294594,0.7776460614469316,0.16603192024760777,0.05348620812098185,0.9167233918394361,0,0.06499378596033369,0.9167222678661346,0,0.052511287587029595,0.9128249543053764,0.04889436108725412,0.028079654489244734,0.8831002116203308,0.04889436108725412,0.056573711122785295
600398,海澜之家,,,2020/9/21,自媒体,179,2,1,8.2069,8.3919,12.705,,,,0.6348,0.6348,,26.9713,1,0.9999048709869385,0,0,0.9999048709869385,0,0,0.9637110233306885,0,0,0.9999033212661743,0,0,0.9999079704284668,0,0,0.9998101592063904,0,0,0.9999033212661743,0,0,0.9979348182678223,0,0,0.9999043047428131,0,0,0.9955291002988815,0,0,0.8458611693298608,0.10269611760189659,0.03231924772262573,0.9102385190495274,0.06789676766646535,0.01750432294711732,0.8196778276136943,0,0.17339477794510977,0.8559034551892962,0,0.14207704152379716,0.7014376749010647,0.08346492402693804,0.19961144293055816,0.7031785267240861,0.056258604807012225,0.23207514075671926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600276,恒瑞医药,4.73893E+11,4.72909E+11,2020/9/22,界面新闻,129,0,0,21.2269,19.0348,25.2647,,,,0.8906,0.8906,,19.233,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.999285876750946,0,0,0.9993878602981567,0.9998730421066284,0,0,0.9998700618743896,0,0,0.33319713672002155,0.3326913118362427,0.3331412076950073,0.33319713672002155,0.3326913118362427,0.3331412076950073,0.4999536871910095,0,0.45836183428764343,0.499950110912323,0,0.45836183428764343,0.709173458593863,0.11100345849990845,0.1562858886188931,0.7852443048247585,0.11090534152808013,0.09034972941433941,0.8486375297818866,0.04501317122152874,0.08259457988398415,0.8666133092982429,0.05350309078182493,0.06499772305999484,,,,,,,,,,,,
688567,孚能科技,,,2020/9/22,中国证券报,69,0,0,-3.41,-3.41,-36.87,,,,0.08,0.08,,41.88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9999096393585205,0,0,0.9999096393585205,0,0,0.9998971223831177,0,0,0.9998971223831177,0,0,0.9998704195022583,0,0,0,0.9822587966918945,0,0.6341871685451932,0.08952242798275417,0.1942765580283271,0.6342441572083367,0.039411210351520114,0.24960105617841086,0.7464028807247386,0.17638537112404318,0.04212961828007417,0.7434361612095552,0.1763940313283135,0.058794652714448815,0.818124814165963,0.05553952521748013,0.11098674601978725,0.7776848475138346,0.11106711957189772,0.11098674601978725,0.6665423035621643,0.26633706092834475,0.06663881540298462,0.6463729898134868,0.266349987188975,0.06663881540298462,0.8459809243679046,0,0.1349041908979416,0.8958649098873138,0,0.09995464384555816
002468,申通快递,,,2020/9/22,中国基金报,1552,-7.1,1,0.5868,0.5483,0.5327,,,,1.4471,1.4471,,57.3446,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
002408,齐翔腾达,,,2020/9/22,证券时报,15426,-14.3568,1,7.7916,6.5632,5.0499,,,,1.42,1.42,,57.9578,-7,0.49995583295822144,0,0.4992568790912628,0.999909520149231,0,0,0.9999133348464966,0,0,0.9999135732650757,0,0,0.9999011754989624,0,0,0.9999096393585205,0,0,0,0,0.7191416025161743,0.9760044813156128,0,0,0.7334815586606661,0.12461898724238078,0.12181203067302704,0.733736718694369,0.12461898724238078,0.12341617792844772,0.7928748750878919,0.029656513564048276,0.163628127786421,0.8005222899298514,0.04553870087669742,0.1363834604140251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000790,华神科技,3192747722,3192747722,2020/10/22,格隆汇,489,15.24,0,3.2711,3.269,6.2412,,,,0.6665,0.6665,,24.0305,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857052377292088,0,0.14278646877833776,0.9998892375401088,0,0,0.9283897067819323,0.07140875288418361,0,0.9283573372023446,0.07140875288418361,0,0.977554440498352,0,0,0.977554440498352,0,0,0.9284644424915314,0,0.07129742843764168,0.8570463955402374,0,0.14269251908574784
